IDs    | HEX          |NAMES
1514724 | e41c1700 | GUN COLLECTION CRATE PACK
1514725 | e51c1700 | GUN COLLECTION SP CRATE
1514726 | e61c1700 | MUSICIAN CRATE
1514727 | e71c1700 | MUSICIAN CRATE PACK
1514728 | e81c1700 | SEA BREEZE CRATE
1514729 | e91c1700 | SEA BREEZE CRATE PACK
1514730 | ea1c1700 | Aston Martin CRATE
1514731 | eb1c1700 | Aston Martin CRATE PACK
1514732 | ec1c1700 | Mythic Emblem Fragment Pack
1514733 | ed1c1700 | Discovery Event Crate
1514734 | ee1c1700 | Discovery Event Crate
1514735 | ef1c1700 | Discovery Event Crate
1514736 | f01c1700 | AW Value Pack
1514737 | f11c1700 | Premium AW Pack
1514738 | f21c1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1514739 | f31c1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1514740 | f41c1700 | MOON RABBIT CRATE
1514741 | f51c1700 | MOON RABBIT SP CRATE
1514742 | f61c1700 | MOON RABBIT CRATE PACK
1514743 | f71c1700 | AZURE DRAGON CRATE
1514744 | f81c1700 | AZURE DRAGON CRATE PACK
1514745 | f91c1700 | 2023 HALLOWEEN CRATE
1514746 | fa1c1700 | 2023 HALLOWEEN SP CRATE
1514747 | fb1c1700 | 2023 HALLOWEEN CRATE PACK
1514748 | fc1c1700 | GACKT RE CRATE
1514749 | fd1c1700 | GACKT VOICE CRATE
1514750 | fe1c1700 | GACKT SKIN CRATE
1514751 | ff1c1700 | GACKT RE CRATE PACK
1514752 | 001d1700 | BT21 CRATE
1514753 | 011d1700 | BT21 CRATE PACK
1514754 | 021d1700 | ICEBERG SP CRATE
1514755 | 031d1700 | GUN COLLECTION CRATE
1514756 | 041d1700 | GUN COLLECTION SP CRATE
1514757 | 051d1700 | GUN COLLECTION CRATE PACK
1514758 | 061d1700 | Chicken Lucky Package
1514759 | 071d1700 | Chicken Lucky Package
1514760 | 081d1700 | TIME-LIMITED PACK
1514761 | 091d1700 | Full Moon Crate
1514762 | 0a1d1700 | Fantastic Beasts Crate
1514763 | 0b1d1700 | Ice Berg Crate
1514764 | 0c1d1700 | BT21 Crate
1514765 | 0d1d1700 | 2023 Chuseok Crate
1514766 | 0e1d1700 | 2023 Halloween Crate
1514767 | 0f1d1700 | Mad Cutie Crate
1514768 | 101d1700 | Mysterious Crate
1514769 | 111d1700 | Full Moon Package
1514770 | 121d1700 | Fantastic Beasts Package
1514771 | 131d1700 | Ice Berg Package
1514772 | 141d1700 | BT21 Package
1514773 | 151d1700 | 2023 Chuseok Package
1514774 | 161d1700 | 2023 Halloween Package
1514775 | 171d1700 | Mad Cutie Package
1514776 | 181d1700 | Mysterious Package
1514777 | 191d1700 | Materials Crate1
1514778 | 1a1d1700 | Materials Crate2
1514779 | 1b1d1700 | (Event) Voice Card Selection Crate 1
1514780 | 1c1d1700 | (Event) Voice Card Selection Crate 2
1514781 | 1d1d1700 | (Event) Voice Card Selection Crate 3
1514782 | 1e1d1700 | (Event) Full Moon Costume Crate
1514783 | 1f1d1700 | Full Moon Materials Crate
1514784 | 201d1700 | (Event) Fantastic Beasts Costume Crate
1514785 | 211d1700 | Fantastic Beasts Materials Crate
1514786 | 221d1700 | Ice Berg Materials Crate
1514787 | 231d1700 | (Event) BT21 Ornament Crate
1514788 | 241d1700 | Mad Cutie Materials Crate
1514789 | 251d1700 | Mysterious Materials Crate
1514790 | 261d1700 | Full Moon Lottery
1514791 | 271d1700 | Fantastic Beasts Lottery
1514792 | 281d1700 | Chicken Lottery Package
1514793 | 291d1700 | Weeky Materials Package
1514794 | 2a1d1700 | Small Material Pieces Package
1514795 | 2b1d1700 | (Event) Bronze Crate
1514796 | 2c1d1700 | (Event) Silver Crate
1514797 | 2d1d1700 | (Event) Gold Crate
1514798 | 2e1d1700 | PDP CRATE
1514799 | 2f1d1700 | PDP SP CRATE
1514800 | 301d1700 | PDP 2.8 Crate
1514801 | 311d1700 | (Event) PDP Crate
1514802 | 321d1700 | PDP 2.8 Package
1514803 | 331d1700 | CULTURE FESTIVAL CRATE
1514804 | 341d1700 | FLASH STRIKING CRATE
1514805 | 351d1700 | FLASH STRIKING CRATE PACK
1514806 | 361d1700 | WINGS WHISPERING CRATE
1514807 | 371d1700 | WINGS WHISPERING CRATE PACK
1514808 | 381d1700 | LUCKY CRATE
1514809 | 391d1700 | Ice Berg Lottery
1514810 | 3a1d1700 | Small Material Pieces Package
1514811 | 3b1d1700 | Login Pack 1
1514812 | 3c1d1700 | Login Pack 2
1514813 | 3d1d1700 | Login Pack 3
1514814 | 3e1d1700 | Login Pack 4
1514815 | 3f1d1700 | Login Pack 5
1514816 | 401d1700 | Login Pack 6
1514817 | 411d1700 | Login Pack 7
1514818 | 421d1700 | Login Pack 8
1514819 | 431d1700 | Login Pack 9
1514820 | 441d1700 | Login Pack 10
1514821 | 451d1700 | Login Pack 11
1514822 | 461d1700 | UC UP Bonus Pack1
1514823 | 471d1700 | UC UP Bonus Pack2
1514824 | 481d1700 | UC UP Bonus Pack3
1514825 | 491d1700 | Lord of Hell Crate
1514826 | 4a1d1700 | (Event) Lord of Hell Crate
1514827 | 4b1d1700 | DEMON KING CRATE
1514828 | 4c1d1700 | DEMON KING SP CRATE
1514829 | 4d1d1700 | 2024 New Year Pack - Rat
1514830 | 4e1d1700 | 2024 New Year Pack - Ox
1514831 | 4f1d1700 | 2024 New Year Pack - Tiger
1514832 | 501d1700 | 2024 New Year Pack - Rabbit
1514833 | 511d1700 | 2024 New Year Pack - Dragon
1514834 | 521d1700 | 2024 New Year Pack - Snake
1514835 | 531d1700 | 2024 New Year Pack - Horse
1514836 | 541d1700 | 2024 New Year Pack - Goat
1514837 | 551d1700 | 2024 New Year Pack - Monkey
1514838 | 561d1700 | 2024 New Year Pack - Rooster
1514839 | 571d1700 | 2024 New Year Pack - Dog
1514840 | 581d1700 | 2024 New Year Pack - Pig
1514841 | 591d1700 | PAGANI Crate
1514842 | 5a1d1700 | KAWAII CRATE
1514843 | 5b1d1700 | KAWAII SELECT CRATE
1514844 | 5c1d1700 | 2023 CHRISTMAS CRATE
1514845 | 5d1d1700 | LEVEL UP GUN SKIN CRATE
1514846 | 5e1d1700 | LORD OF HELL CRATE
1514847 | 5f1d1700 | LORD OF HELL SP CRATE
1514848 | 601d1700 | 2023 PMGC Crate
1514849 | 611d1700 | 2023 Black Friday Crate
1514850 | 621d1700 | 2023 Black Friday Upgradable Firearm Selection Crate
1514851 | 631d1700 | 2023 Black Friday Advanced Upgradable Firearm Selection Crate
1514852 | 641d1700 | NEW YEAR SKIN SET CRATE
1514853 | 651d1700 | SKIN SET SELECT CRATE(PINK)
1514854 | 661d1700 | SKIN SET SELECT CRATE(RED)
1514855 | 671d1700 | NEW YEAR VOICE CRATE
1514856 | 681d1700 | VOICE SELECT CRATE
1514857 | 691d1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1514858 | 6a1d1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1514859 | 6b1d1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1514860 | 6c1d1700 | KAWAII CRATE PACK
1514861 | 6d1d1700 | 2023 CHRISTMAS CRATE PACK
1514862 | 6e1d1700 | 
1514863 | 6f1d1700 | 
1514864 | 701d1700 | NEW YEAR SKIN SET CRATE PACK
1514865 | 711d1700 | NEW YEAR VOICE CRATE PACK
1514866 | 721d1700 | ESPORTS FANTASY CRATE
1514867 | 731d1700 | CRYSTAL BLOOM CRATE
1514868 | 741d1700 | ESPORTS FANTASY CRATE PACK
1514869 | 751d1700 | CRYSTAL BLOOM CRATE PACK
1514870 | 761d1700 | (Event) Voice Card Selection Crate 1
1514871 | 771d1700 | (Event) Voice Card Selection Crate 2
1514872 | 781d1700 | (Event) Voice Card Selection Crate 3
1514873 | 791d1700 | PAGANI Lucky Badge Package
1514874 | 7a1d1700 | 
1514875 | 7b1d1700 | Cyber Mystery Crate
1514876 | 7c1d1700 | 
1514877 | 7d1d1700 | Event Schedule Crate Pre-Embedded
1514878 | 7e1d1700 | Kingdom of Animals Crate
1514879 | 7f1d1700 | 2023 Christmas Crate
1514880 | 801d1700 | Colorful Dragon Crate
1514881 | 811d1700 | 2024 New Year Crate
1514882 | 821d1700 | 2024 Premium Voice Crate
1514883 | 831d1700 | Kingdom of Animals Package
1514884 | 841d1700 | 2023 Christmas Package
1514885 | 851d1700 | Colorful Dragon Package
1514886 | 861d1700 | 2024 New Year Package
1514887 | 871d1700 | 2024 Premium Voice Package
1514888 | 881d1700 | Materials Crate1
1514889 | 891d1700 | Materials Crate2
1514890 | 8a1d1700 | Kingdom Of Animals Materials Crate
1514891 | 8b1d1700 | Christmas Materials Crate
1514892 | 8c1d1700 | (Event) 2024 New Year Crate
1514893 | 8d1d1700 | (Event) Vocie Selection Crate
1514894 | 8e1d1700 | Kingdom of Animals Lottery
1514895 | 8f1d1700 | 2023 Christmas Lottery
1514896 | 901d1700 | Chicken Lucky Package
1514897 | 911d1700 | (Event) 2024 Fortune Pack
1514898 | 921d1700 | 2024 VALENTINE CRATE
1514899 | 931d1700 | SAKURA CRATE
1514900 | 941d1700 | Dance Night CRATE
1514901 | 951d1700 | SEAHORSE CRATE
1514902 | 961d1700 | LEVEL UP DACIA CRATE2
1514903 | 971d1700 | 2024 VALENTINE CRATE PACK
1514904 | 981d1700 | SAKURA CRATE PACK
1514905 | 991d1700 | Dance Night CRATE PACK
1514906 | 9a1d1700 | SEAHORSE CRATE PACK
1514907 | 9b1d1700 | Idol Star Crate
1514908 | 9c1d1700 | Valentine's Duo Crate
1514909 | 9d1d1700 | 2024 Lunar New Year Crate
1514910 | 9e1d1700 | Pointy Ears Crate
1514911 | 9f1d1700 | Forest Tea-Party Crate
1514912 | a01d1700 | Zanmang Loopy Crate
1514913 | a11d1700 | Idol Star Package
1514914 | a21d1700 | Valentine's Duo Package
1514915 | a31d1700 | 2024 Lunar New Year Package
1514916 | a41d1700 | Pointy Ears Package
1514917 | a51d1700 | Forest Tea-Party Package
1514918 | a61d1700 | Zanmang Loopy Package
1514919 | a71d1700 | Idol Star Lottery
1514920 | a81d1700 | Valentine's Duo Lottery
1514921 | a91d1700 | Pointy Ears Lottery
1514922 | aa1d1700 | Chicken Lucky Package
1514923 | ab1d1700 | Materials Crate1
1514924 | ac1d1700 | Materials Crate2
1514925 | ad1d1700 | (Event) Voice Card Selection Crate 1
1514926 | ae1d1700 | (Event) Voice Card Selection Crate 2
1514927 | af1d1700 | (Event) Voice Card Selection Crate 3
1514928 | b01d1700 | Idol Star Materials Crate
1514929 | b11d1700 | Valentine's Duo Materials Crate
1514930 | b21d1700 | Pointy Ears Materials Crate
1514931 | b31d1700 | Raccoon Dog SP Crate
1514932 | b41d1700 | LEVEL UP GUN SKIN CRATE
1514933 | b51d1700 | LEVEL UP GUN SKIN CRATE
1514934 | b61d1700 | 6th Anniversary SP Crate
1514935 | b71d1700 | Global Anniversary Crate
1514936 | b81d1700 | SHADOW ALTAR CRATE
1514937 | b91d1700 | GLAZING RIPPLE CRATE
1514938 | ba1d1700 | LEVEL UP GUN SKIN CRATE
1514939 | bb1d1700 | 6th Anniversary Crate
1514940 | bc1d1700 | Sakura SP Crate
1514941 | bd1d1700 | 2024 Valentine Select Crate
1514942 | be1d1700 | ZANMANGLOOPY CRATE
1514943 | bf1d1700 | 
1514944 | c01d1700 | SHADOW ALTAR CRATE PACK
1514945 | c11d1700 | GLAZING RIPPLE CRATE PACK
1514946 | c21d1700 | (Event) Anniv. Happy Crate
1514947 | c31d1700 | MECHAMATO CRATE
1514948 | c41d1700 | MECHAMATO SP CRATE
1514949 | c51d1700 | MECHAMATO CRATE
1514950 | c61d1700 | MECHAMATO Event Crate
1514951 | c71d1700 | Sports Car Crate: Bentley
1514952 | c81d1700 | Event Schedule Crate Pre-Embedded
1514953 | c91d1700 | Event Schedule Crate Pre-Embedded
1514954 | ca1d1700 | Event Schedule Crate Pre-Embedded
1514955 | cb1d1700 | Event Schedule Crate Pre-Embedded
1514956 | cc1d1700 | Purr Pack 1
1514957 | cd1d1700 | Purr Pack 2
1514958 | ce1d1700 | Purr Pack 3
1514959 | cf1d1700 | Purr Pack 4
1514960 | d01d1700 | Purr Pack 5
1514961 | d11d1700 | Purr Pack 6
1514962 | d21d1700 | Purr Pack 7
1514963 | d31d1700 | Purr Pack 8
1514964 | d41d1700 | Purr Pack 9
1514965 | d51d1700 | Purr Pack 10
1514966 | d61d1700 | Purr Pack 11
1514967 | d71d1700 | Materials Crate1
1514968 | d81d1700 | Materials Crate2
1514969 | d91d1700 | Golden Week CRATE1
1514970 | da1d1700 | Golden Week CRATE1 PACK
1514971 | db1d1700 | Golden Week CRATE2
1514972 | dc1d1700 | Golden Week CRATE2 PACK
1514973 | dd1d1700 | Sylvan Shaman CRATE
1514974 | de1d1700 | Sylvan Shaman CRATE PACK
1514975 | df1d1700 | Sweet Lies Crate
1514976 | e01d1700 | Butterfly's Dream Crate
1514977 | e11d1700 | Kitsch Crate
1514978 | e21d1700 | Sorry for Being Cute Crate
1514979 | e31d1700 | Happy Kid Crate
1514980 | e41d1700 | Sweet Lies Lottery
1514981 | e51d1700 | Butterfly's Dream Lottery
1514982 | e61d1700 | Sweet Lies Package
1514983 | e71d1700 | Sweet Lies Package
1514984 | e81d1700 | Kitsch Package
1514985 | e91d1700 | Sorry for Being Cute Package
1514986 | ea1d1700 | Happy Kid Package
1514989 | ed1d1700 | Sweet Lies Materials Crate
1514990 | ee1d1700 | Butterfly's Dream Materials Crate
1514991 | ef1d1700 | Happy Kid Materials Crate
1514992 | f01d1700 | Chicken Lucky Package
1514993 | f11d1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1514994 | f21d1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1514995 | f31d1700 | SPY×FAMILY Event Crate
1514996 | f41d1700 | Bentley CRATE
1514997 | f51d1700 | Bentley Lucky Medal Package
1514998 | f61d1700 | Bentley CRATE
1514999 | f71d1700 | Bentley CRATE PACK
1515000 | f81d1700 | SPY×FAMILY CRATE
1515001 | f91d1700 | Bentley Event Crate
1515002 | fa1d1700 | SPY×FAMILY SKIN SELECT CRATE
1515003 | fb1d1700 | SPY×FAMILY CRATE PACK
1515004 | fc1d1700 | (Event) Happy Happy Crate
1515005 | fd1d1700 | Sweet Lies Lottery
1515006 | fe1d1700 | Butterfly's Dream Lottery
1515007 | ff1d1700 | Cyber Cat Crate
1515008 | 001e1700 | Happy Cute Crate
1515009 | 011e1700 | 2024 swimsuit Crate
1515010 | 021e1700 | 6th anniversary Crate
1515011 | 031e1700 | NewJeans Crate
1515012 | 041e1700 | Cyber Cat Package
1515013 | 051e1700 | Happy Cute Package
1515014 | 061e1700 | 2024 swimsuit Package
1515015 | 071e1700 | 6th anniversary Package
1515016 | 081e1700 | Son Goku Crate
1515017 | 091e1700 | Vegeta Crate
1515018 | 0a1e1700 | Happy Cute Materials Crate
1515019 | 0b1e1700 | Vegito Crate
1515020 | 0c1e1700 | Dragon Ball Super Crate
1515021 | 0d1e1700 | Chicken Lucky Package
1515022 | 0e1e1700 | Chicken Lucky Package
1515023 | 0f1e1700 | NewJeans Crate
1515024 | 101e1700 | Marriage Crate
1515025 | 111e1700 | Marriage Crate Pack
1515026 | 121e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515027 | 131e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515028 | 141e1700 | Dragon Ball Super 2 Crate
1515029 | 151e1700 | Iron Horse Crate
1515030 | 161e1700 | Iron Horse Crate Pack
1515031 | 171e1700 | Celestial Crate
1515032 | 181e1700 | Animal Crate
1515033 | 191e1700 | Animal Crate Pack
1515034 | 1a1e1700 | Let's Party Crate
1515035 | 1b1e1700 | Let's Party Crate Pack
1515036 | 1c1e1700 | Narikiri Crate
1515037 | 1d1e1700 | Narikiri Crate Pack
1515038 | 1e1e1700 | JP 6th Sunshine Crate
1515039 | 1f1e1700 | PUBG Crate
1515040 | 201e1700 | PUBG Crate
1515041 | 211e1700 | PUBG Crate
1515042 | 221e1700 | PUBG Crate
1515043 | 231e1700 | PUBG Crate
1515044 | 241e1700 | PUBG Crate
1515045 | 251e1700 | PUBG Crate
1515046 | 261e1700 | PUBG Crate
1515047 | 271e1700 | PUBG Crate
1515048 | 281e1700 | PUBG Crate
1515049 | 291e1700 | PUBG Crate
1515050 | 2a1e1700 | PUBG Crate
1515051 | 2b1e1700 | PUBG Crate
1515052 | 2c1e1700 | PUBG Crate
1515053 | 2d1e1700 | PUBG Crate
1515054 | 2e1e1700 | Materials Crate1
1515055 | 2f1e1700 | Materials Crate2
1515056 | 301e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515057 | 311e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515058 | 321e1700 | Celestial Crate Pack
1515059 | 331e1700 | COMEDIAN SELECT CRATE
1515060 | 341e1700 | Inferno Fiend Crate
1515061 | 351e1700 | Inferno Fiend Crate
1515062 | 361e1700 | (Event) 2024 swimsuit Crate
1515063 | 371e1700 | (Event) 6th anniversary Materials Crate
1515064 | 381e1700 | Dragon Ball Super 2 Skin Crate
1515065 | 391e1700 | Dragon Ball Super 2 Voice Crate
1515066 | 3a1e1700 | Dragon Ball Super 2 Collection Pack
1515067 | 3b1e1700 | Penguin Crate
1515068 | 3c1e1700 | Penguin Crate Pack
1515069 | 3d1e1700 | Wimp Dragon Crate
1515070 | 3e1e1700 | Wimp Dragon Crate Pack
1515071 | 3f1e1700 | queen Crate
1515072 | 401e1700 | queen Materials Crate
1515073 | 411e1700 | Forest Animal Crate
1515074 | 421e1700 | Fantasy Queen Crate
1515075 | 431e1700 | Purple night Crate
1515076 | 441e1700 | Ancient warrior Crate
1515077 | 451e1700 | 2024 KAKAO FRIENDS Crate
1515078 | 461e1700 | Bellygom Crate
1515079 | 471e1700 | NewJeans Crate2
1515080 | 481e1700 | Forest Animal Package
1515081 | 491e1700 | Fantasy Queen Package
1515082 | 4a1e1700 | Purple night Package
1515083 | 4b1e1700 | Ancient warrior Package
1515084 | 4c1e1700 | 2024 KAKAO FRIENDS Package
1515085 | 4d1e1700 | Bellygom Package
1515086 | 4e1e1700 | NewJeans Package2
1515087 | 4f1e1700 | Materials Crate1
1515088 | 501e1700 | Materials Crate2
1515089 | 511e1700 | Fantasy Queen Materials Crate
1515090 | 521e1700 | Purple night Materials Crate
1515091 | 531e1700 | ancient warrior Materials Crate
1515092 | 541e1700 | Fantasy Queen Lottery
1515093 | 551e1700 | Purple night Lottery
1515094 | 561e1700 | Omaturi Crate
1515095 | 571e1700 | Omaturi Crate Pack
1515096 | 581e1700 | Vacation Crate
1515097 | 591e1700 | Vacation Crate Pack
1515098 | 5a1e1700 | Tsukimi Crate
1515099 | 5b1e1700 | Tsukimi Crate Pack
1515100 | 5c1e1700 | Atlantis Treasure Crate
1515101 | 5d1e1700 | Atlantis Treasure Crate Pack
1515102 | 5e1e1700 | Kaiju Crate
1515103 | 5f1e1700 | Kaiju Crate Pack
1515104 | 601e1700 | Ancient Crate
1515105 | 611e1700 | Ancient Crate Pack
1515106 | 621e1700 | Cyber Crate
1515107 | 631e1700 | Cyber Crate Pack
1515108 | 641e1700 | Nebulous Crate
1515109 | 651e1700 | Nebulous Crate Pack
1515110 | 661e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515111 | 671e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515112 | 681e1700 | Salome Crate
1515113 | 691e1700 | Lamborghini Crate
1515114 | 6a1e1700 | Rippling Charm Crate
1515115 | 6b1e1700 | Splash Crate
1515116 | 6c1e1700 | Splash Crate Pack
1515117 | 6d1e1700 | (Event) Red Grade Item Selection Crate
1515118 | 6e1e1700 | OMATURI SELECT CRATE
1515119 | 6f1e1700 | Lamborghini Crate Pack
1515120 | 701e1700 | 
1515121 | 711e1700 | NieR Series Crate
1515122 | 721e1700 | Old memories Crate
1515123 | 731e1700 | Forgotten AutumnCrate
1515124 | 741e1700 | Cute Pajama Crate
1515125 | 751e1700 | 2024 Halloween Crate
1515126 | 761e1700 | 2024 Chuseok Crate
1515127 | 771e1700 | Code Geass Crate
1515128 | 781e1700 | Old memories Package
1515129 | 791e1700 | Forgotten Autumn Package
1515130 | 7a1e1700 | Cute Pajama Package
1515131 | 7b1e1700 | 2024 Halloween Package
1515132 | 7c1e1700 | 2024 Chuseok Package
1515133 | 7d1e1700 | Materials Crate1
1515134 | 7e1e1700 | Materials Crate2
1515135 | 7f1e1700 | Old memories Lottery
1515136 | 801e1700 | 2024 Halloween Lottery
1515137 | 811e1700 | Old memories Materials Crate
1515138 | 821e1700 | Forgotten Autumn Materials Crate
1515139 | 831e1700 | 2024 Halloween Materials Crate
1515140 | 841e1700 | 2024 Chuseok Materials Crate
1515141 | 851e1700 | Code Geass Select Crate
1515142 | 861e1700 | Code Geass Random Crate1
1515143 | 871e1700 | Code Geass Random Crate2
1515144 | 881e1700 | Code Geass Event Crate
1515145 | 891e1700 | Dark Knight Crate
1515146 | 8a1e1700 | 2024 Halloween Crate
1515147 | 8b1e1700 | 2024 Halloween Crate Pack
1515148 | 8c1e1700 | Paslel Crate
1515149 | 8d1e1700 | Paslel Crate Pack
1515150 | 8e1e1700 | Plasma Chic Crate
1515151 | 8f1e1700 | Plasma Chic Crate Pack
1515152 | 901e1700 | Horus Crate
1515153 | 911e1700 | Horus Crate Pack
1515154 | 921e1700 | Academy Crate
1515155 | 931e1700 | Academy Crate Pack
1515156 | 941e1700 | Cosmic Crate
1515157 | 951e1700 | Cosmic Crate Pack
1515158 | 961e1700 | Manic Bunny Crate
1515159 | 971e1700 | Manic Bunny Crate Pack
1515160 | 981e1700 | Heart Warden Crate
1515161 | 991e1700 | Heart Warden Crate Pack
1515162 | 9a1e1700 | Paranormal Crate
1515163 | 9b1e1700 | Paranormal Crate Pack
1515164 | 9c1e1700 | Code Geass Crate 1
1515165 | 9d1e1700 | Code Geass Select Crate 1
1515166 | 9e1e1700 | Code Geass Voice Crate 1
1515167 | 9f1e1700 | Code Geass Skin Crate 1
1515168 | a01e1700 | Code Geass Event Crate 1
1515169 | a11e1700 | Code Geass Crate 2
1515170 | a21e1700 | Code Geass Select Crate 2
1515171 | a31e1700 | Code Geass Voice Crate 2
1515172 | a41e1700 | Code Geass Skin Crate 2
1515173 | a51e1700 | Code Geass Event Crate 2
1515174 | a61e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515175 | a71e1700 | NieR Series Select Crate
1515176 | a81e1700 | NieR Series Event Crate
1515177 | a91e1700 | Paranotmal Random Crate
1515178 | aa1e1700 | SURVIVOR LEVEL UP GUN SKIN CRATE
1515179 | ab1e1700 | 2024HALLOWEEN LEVEL UP GUN SKIN CRATE
1515180 | ac1e1700 | Cute Penguin Crate
1515181 | ad1e1700 | 2024 Christmas Crate
1515182 | ae1e1700 | 2025 happy new year crate
1515183 | af1e1700 | Cute Penguin Package
1515184 | b01e1700 | 2024 Christmas Package
1515185 | b11e1700 | 2025 happy new year Package
1515186 | b21e1700 | 2024 Christmas Pink Grade Crate
1515187 | b31e1700 | 2025 happy new year Materials Crate
1515188 | b41e1700 | Materials Crate1
1515189 | b51e1700 | Materials Crate2
1515190 | b61e1700 | 2024 Christmas Lottery
1515191 | b71e1700 | Tensura Crate
1515192 | b81e1700 | Materials Crate_KR
1515193 | b91e1700 | Tensura Select Crate
1515194 | ba1e1700 | Tensura Event Crate
1515195 | bb1e1700 | Pocket Cat Crate
1515196 | bc1e1700 | Pocket Cat Crate Pack
1515197 | bd1e1700 | Pocket Cat Crate Pack
1515198 | be1e1700 | Winter Crate
1515199 | bf1e1700 | Winter Crate Pack
1515200 | c01e1700 | 2024 Christmas Crate
1515201 | c11e1700 | 2024 Christmas Crate Pack
1515202 | c21e1700 | Toshikoshi Crate
1515203 | c31e1700 | Toshikoshi Crate Pack
1515204 | c41e1700 | Level Up Gun Skin Crate
1515205 | c51e1700 | SURVIVOR Modification Material CRATE
1515206 | c61e1700 | McLaren Crate
1515207 | c71e1700 | Lucky Medal - McLaren
1515208 | c81e1700 | 2024 Christmas Event Crate
1515209 | c91e1700 | Tensura Crate
1515210 | ca1e1700 | Tensura Select Crate
1515211 | cb1e1700 | Tensura Voice Select Crate
1515212 | cc1e1700 | Tensura Event Crate
1515213 | cd1e1700 | Modification Material Crate
1515214 | ce1e1700 | NEW YEAR VOICE Crate
1515215 | cf1e1700 | NEW YEAR VOICE Crate Pack
1515216 | d01e1700 | VOICE Crate Select Crate
1515217 | d11e1700 | Comedian Crate
1515218 | d21e1700 | Comedian Crate Pack
1515219 | d31e1700 | Lord Knight Crate
1515220 | d41e1700 | Lord Knight Crate Pack
1515221 | d51e1700 | Lord Knight Select Crate
1515222 | d61e1700 | YAMAHA Select Crate
1515223 | d71e1700 | Tights Costume Crate
1515224 | d81e1700 | Tights Costume Package
1515225 | d91e1700 | (Event) Pink Grade Tights Selection Crate
1515226 | da1e1700 | Royal Deeress Crate
1515227 | db1e1700 | Royal Deeress Crate Pack
1515228 | dc1e1700 | Toshikoshi RED Select Crate
1515229 | dd1e1700 | Comedian Select Crate
1515230 | de1e1700 | Toshikoshi PURPLE Crate
1515231 | df1e1700 | Toshikoshi PINK Crate
1515232 | e01e1700 | Toshikoshi PINK Select Crate
1515233 | e11e1700 | (Event) Pink Grade Crate
1515234 | e21e1700 | (Event) 2024 Christmas Red Grade Crate
1515235 | e31e1700 | The Melancholy of Haruhi Suzumiya Crate
1515236 | e41e1700 | Collaboration Set Skin Select Crate
1515237 | e51e1700 | Collaboration Voice Select Crate
1515238 | e61e1700 | POWER Crate
1515239 | e71e1700 | POWER SP Crate
1515240 | e81e1700 | Ghillie Lion Crate
1515241 | e91e1700 | Ghillie Lion SP Crate
1515242 | ea1e1700 | DEVIL Crate
1515243 | eb1e1700 | DEVIL Select Crate
1515244 | ec1e1700 | POWER Crate Pack
1515245 | ed1e1700 | Ghillie Lion Crate Pack
1515246 | ee1e1700 | DEVIL Crate Pack
1515247 | ef1e1700 | Collaboration Cower Skin Select Crate
1515248 | f01e1700 | GUN Crate
1515249 | f11e1700 | Level Up Gun Skin Crate
1515250 | f21e1700 | Level Up Gun Skin Select Crate
1515251 | f31e1700 | WESTERN Crate
1515252 | f41e1700 | WESTERN Crate Pack
1515253 | f51e1700 | 2025 VALENTINE Crate
1515254 | f61e1700 | 2025 VALENTINE Crate Pack
1515255 | f71e1700 | TANUKI Crate
1515256 | f81e1700 | TANUKI Crate Pack
1515257 | f91e1700 | WHITE RABBIT Crate
1515258 | fa1e1700 | WHITE RABBIT Crate Pack
1515259 | fb1e1700 | WHITE RABBIT SP Crate
1515260 | fc1e1700 | MAIDEN Crate
1515261 | fd1e1700 | MAIDEN Crate Pack
1515262 | fe1e1700 | PANDA Crate
1515263 | ff1e1700 | PANDA Crate Pack
1515264 | 001f1700 | 2025 VALENTINESelect Crate
1515265 | 011f1700 | Sportswear Crate
1515266 | 021f1700 | 2025 Luna New Year Crate
1515267 | 031f1700 | 2025 Valentine crate
1515268 | 041f1700 | Hope crate
1515269 | 051f1700 | Black White crate
1515270 | 061f1700 | Wanderer of the Sun crate
1515271 | 071f1700 | Opanchu Usagi crate
1515272 | 081f1700 | Sportswear Package
1515273 | 091f1700 | 2025 Luna New Year Package
1515274 | 0a1f1700 | 2025 Valentine Package
1515275 | 0b1f1700 | Hope Package
1515276 | 0c1f1700 | Black White Package
1515277 | 0d1f1700 | Wanderer of the Sun Package
1515278 | 0e1f1700 | Materials Crate1
1515279 | 0f1f1700 | Materials Crate2
1515280 | 101f1700 | Voice Select Crate1_KR
1515281 | 111f1700 | Voice Select Crate2_KR
